,Product Position,Promotion,Sales Volume,Name,Price,Terms,Section,Season,Material,Origin,revenue
19262,End-cap,True,954,CROPPED OVERSHIRT IVORY,954.0,jackets,MAN,Winter,Viscose,Cambodia,910116.0
19263,Aisle,True,749,EMBROIDERED FAUX SHEARLING LINED SUEDE BOOTS BROWN,749.0,jackets,WOMAN,Spring,Cotton,China,561001.0
19264,Front of Store,True,1490,ASYMMETRIC CROPPED KNIT SWEATER NAVY,1490.0,jeans,WOMAN,Autumn,Wool,Bangladesh,2220100.0
19265,End-cap,True,1447,FAUX SUEDE OVERSHIRT NAVY #5,1447.0,jackets,MAN,Winter,Wool Blend,Vietnam,2093809.0
19266,Front of Store,True,930,STRETCH FAUX SUEDE JACKET BEIGE,930.0,jackets,MAN,Autumn,Cotton,Vietnam,864900.0
19267,Aisle,True,984,LINEN PLEATED WIDE FIT JEANS BROWN,984.0,shoes,WOMAN,Summer,Cotton,China,968256.0
19268,End-cap,True,1029,STRUCTURED KNIT V-NECK SWEATER BROWN,1029.0,jackets,WOMAN,Summer,Linen Blend,China,1058841.0
19269,Aisle,True,776,QUILTED ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER SKY BLUE,776.0,jackets,MAN,Autumn,Wool,Bangladesh,602176.0
19270,Aisle,True,1491,HIGH-WAIST FLARED FIT CARGO JEANS OLIVE,1491.0,jackets,WOMAN,Summer,Linen,China,2223081.0
19271,Aisle,True,1652,LINEN CONTRASTING COLLAR JACKET CHARCOAL,1652.0,jackets,WOMAN,Summer,Linen,China,2729104.0
19272,End-cap,True,736,SATIN TECHNICAL PADDED JACKET CHARCOAL,736.0,t-shirts,WOMAN,Autumn,Acrylic,Vietnam,541696.0
19273,Aisle,True,773,RELAXED PUFFER JACKET WITH POUCH POCKET IVORY,773.0,jackets,MAN,Autumn,Wool Blend,Cambodia,597529.0
19274,Aisle,True,1536,TAILORED ABSTRACT PRINT KNIT T-SHIRT NAVY,1536.0,jackets,MAN,Summer,Linen Blend,Turkey,2359296.0
19275,Aisle,True,749,STRUCTURED CHUNKY SOLE HIGH TOP SNEAKERS TAUPE,749.0,sweaters,MAN,Autumn,Cotton,Morocco,561001.0
19276,End-cap,True,1824,REGULAR PRINTED CROPPED FIT SHIRT LIMITED EDITION NAVY,1824.0,jackets,WOMAN,Winter,Denim,Vietnam,3326976.0
19277,Aisle,True,681,QUILTED KNIT V-NECK SWEATER OLIVE,681.0,jackets,WOMAN,Winter,Wool Blend,Bangladesh,463761.0
19278,Aisle,True,1004,QUILTED BAGGY FIT JEANS KHAKI,1004.0,jackets,WOMAN,Winter,Wool,Cambodia,1008016.0
19279,Aisle,True,1347,QUILTED BRAIDED COLOR BLOCK SWEATER ECRU,1347.0,jackets,WOMAN,Winter,Wool,India,1814409.0
19280,Front of Store,True,1520,PLEATED FAUX LEATHER BOXY FIT JACKET GREY,1520.0,jackets,WOMAN,Autumn,Polyester,Morocco,2310400.0
19281,End-cap,True,1138,HIGH-WAIST ACID WASH DENIM JACKET TAUPE,1138.0,jackets,MAN,Autumn,Denim,Portugal,1295044.0
19282,End-cap,True,1174,EMBROIDERED BAGGY FIT JEANS IVORY,1174.0,jackets,MAN,Spring,Linen,Brazil,1378276.0
19283,Aisle,True,1645,CROPPED POCKET OVERSHIRT,1645.0,sweaters,MAN,Winter,Cotton,India,2706025.0
19284,End-cap,True,1445,KNIT SUEDE LACELESS SNEAKERS BURGUNDY,1445.0,jackets,MAN,Summer,Linen,China,2088025.0
19285,Aisle,True,1323,TAILORED OVERSHIRT WITH CONTRASTING TOPSTITCHING OLIVE,1323.0,sweaters,MAN,Autumn,Wool Blend,Morocco,1750329.0
19286,End-cap,True,819,EMBROIDERED FINE KNIT CROP SWEATER ECRU,819.0,sweaters,MAN,Autumn,Wool,Cambodia,670761.0
19287,Aisle,True,751,EMBROIDERED OVERSHIRT BROWN,751.0,shoes,WOMAN,Autumn,Polyester,Portugal,564001.0
19288,Aisle,True,1422,KNIT SWEATER WITH BUTTONS SAND,1422.0,sweaters,WOMAN,Autumn,Wool,China,2022084.0
19289,End-cap,True,1026,TEXTURED PLAID OVERSHIRT,1026.0,jackets,MAN,Autumn,Wool,Vietnam,1052676.0
19290,Aisle,True,825,SLIM CROPPED BOMBER JACKET LIMITED EDITION BLACK,825.0,t-shirts,MAN,Spring,Polyester,Bangladesh,680625.0
19291,Front of Store,True,729,QUILTED CONTRAST SOLE LEATHER SNEAKERS,729.0,shoes,MAN,Autumn,Cotton,Bangladesh,531441.0
19292,Aisle,True,1864,UTILITY PRINTED DENIM OVERSHIRT WHITE,1864.0,jackets,WOMAN,Winter,Acrylic,Turkey,3474496.0
19293,End-cap,True,1365,PLEATED FAUX LEATHER JACKET TAUPE,1365.0,jackets,MAN,Autumn,Wool,India,1863225.0
19294,Aisle,True,924,SLIM OVERSHIRT WHITE,924.0,jackets,WOMAN,Spring,Linen,Brazil,853776.0
19295,Aisle,True,1450,BELTED SUEDE SNEAKERS BEIGE,1450.0,jackets,WOMAN,Autumn,Polyester,Morocco,2102500.0
19296,Front of Store,True,996,STRIPED JACQUARD T-SHIRT,996.0,jackets,WOMAN,Summer,Cotton,Bangladesh,992016.0
19297,Aisle,True,947,CROPPED SOFT JEWEL SWEATER BROWN,947.0,jackets,WOMAN,Winter,Acrylic,India,896809.0
19298,Front of Store,True,826,OVERSIZED CONTRAST TOPSTITCHING CROP KNIT SWEATER WHITE,826.0,jackets,WOMAN,Spring,Linen,China,682276.0
19299,Aisle,True,1496,RELAXED COTTON OVERSHIRT,1496.0,jackets,MAN,Autumn,Polyester,Morocco,2238016.0
19300,Aisle,True,1108,KNIT OPEN BACK PEARLY SWEATER GREY,1108.0,jackets,MAN,Winter,Wool,China,1227664.0
19301,Aisle,True,1014,BELTED TEXTURED DENIM JACKET LIMITED EDITION BROWN,1014.0,jackets,WOMAN,Winter,Cotton,China,1028196.0
19302,Front of Store,True,1494,PLEATED BAGGY FIT JEANS LIMITED EDITION SAND,1494.0,jackets,MAN,Summer,Linen Blend,Morocco,2232036.0
19303,Front of Store,True,1550,STRETCH MULTI-PIECED RETRO SNEAKERS STONE,1550.0,jeans,WOMAN,Winter,Acrylic,Pakistan,2402500.0
19304,End-cap,True,1509,PLEATED EMBROIDERED PATCH JACKET,1509.0,jackets,WOMAN,Winter,Wool Blend,Turkey,2277081.0
19305,Front of Store,True,1052,HIGH COLLAR KNIT SWEATER BURGUNDY,1052.0,jeans,WOMAN,Summer,Linen Blend,India,1106704.0
19306,Aisle,True,869,BELTED FAUX LEATHER BOXY FIT JACKET NAVY,869.0,t-shirts,WOMAN,Spring,Cotton,Vietnam,755161.0
19307,Aisle,True,1515,TEXTURED FAUX SUEDE JACKET BROWN,1515.0,sweaters,WOMAN,Winter,Wool,Vietnam,2295225.0
19308,Aisle,True,881,STRUCTURED ZIPPER MULTIPIECE SNEAKERS OLIVE,881.0,jackets,MAN,Winter,Wool,Bangladesh,776161.0
19309,Front of Store,True,1073,BELTED SUEDE HIGH-TOPS,1073.0,sweaters,MAN,Autumn,Polyester,Morocco,1151329.0
19310,Front of Store,True,1465,WOOL BLEND SUIT JACKET ECRU #3,1465.0,t-shirts,WOMAN,Winter,Wool Blend,India,2146225.0
19311,End-cap,True,729,SATIN OVERSHIRT WITH CONTRASTING TOPSTITCHING,729.0,jackets,MAN,Spring,Cotton,Morocco,531441.0
19312,Aisle,True,985,COTTON - LINEN BLEND JACKET SAND,985.0,jackets,WOMAN,Spring,Linen,Bangladesh,970225.0
19313,End-cap,True,952,DOUBLE-BREASTED CROPPED TEXTURED JACKET IVORY,952.0,t-shirts,WOMAN,Autumn,Wool Blend,China,906304.0
19314,End-cap,True,1038,LINEN BAGGY FIT JEANS LIMITED EDITION TAUPE,1038.0,jackets,WOMAN,Summer,Linen,Turkey,1077444.0
19315,End-cap,True,744,TAILORED FOIL KNIT CROP SWEATER STONE,744.0,jackets,MAN,Autumn,Wool Blend,Morocco,553536.0
19316,Front of Store,True,1479,LINEN BAGGY BELTED JEANS GREY,1479.0,jackets,WOMAN,Spring,Linen,Bangladesh,2187441.0
19317,End-cap,True,1058,CONTRAST SOLE LEATHER SNEAKERS SKY BLUE,1058.0,jackets,WOMAN,Winter,Wool,Morocco,1119364.0
19318,Aisle,True,1424,RIBBED STRIPED TEXTURED OVERSHIRT IVORY,1424.0,jackets,WOMAN,Spring,Cotton,Portugal,2027776.0
19319,End-cap,True,1495,SATIN STRUCTURED TEXT T-SHIRT,1495.0,sweaters,MAN,Summer,Cotton,Morocco,2235025.0
19320,End-cap,True,996,QUILTED POCKET PUFFER JACKET BEIGE,996.0,t-shirts,MAN,Winter,Wool Blend,Bangladesh,992016.0
19321,Aisle,True,789,PLEATED HOODED QUILTED JACKET KHAKI,789.0,shoes,MAN,Winter,Wool Blend,Brazil,622521.0
19322,End-cap,True,1734,SLIM GATHERED WAIST KNIT SWEATER CHARCOAL,1734.0,jackets,WOMAN,Winter,Wool,Portugal,3006756.0
19323,Front of Store,True,1265,BASIC FOIL KNIT SWEATER GREY,1265.0,t-shirts,WOMAN,Winter,Wool,Turkey,1600225.0
19324,Front of Store,True,853,HIGH-WAIST BOUCLE TEXTURED VEST SKY BLUE,853.0,jackets,WOMAN,Autumn,Cotton,Portugal,727609.0
19325,Front of Store,True,1031,EMBROIDERED PADDED CORDUROY OVERSHIRT GREY,1031.0,t-shirts,WOMAN,Summer,Linen,Turkey,1062961.0
19326,Front of Store,True,800,REGULAR JACQUARD DENIM JACKET BLACK,800.0,jackets,MAN,Autumn,Denim,Bangladesh,640000.0
19327,End-cap,True,864,TAILORED CHUNKY SNEAKERS BEIGE,864.0,sweaters,WOMAN,Spring,Viscose,India,746496.0
19328,End-cap,True,718,TAILORED WOOL BLEND JACKET SAND,718.0,shoes,MAN,Autumn,Polyester,Pakistan,515524.0
19329,End-cap,True,943,TEXTURED CROPPED WASHED T-SHIRT WHITE,943.0,jackets,WOMAN,Summer,Linen,Spain,889249.0
19330,End-cap,True,1134,TEXTURED BOXY FIT DENIM JACKET ECRU,1134.0,jackets,MAN,Autumn,Denim,Bangladesh,1285956.0
19331,End-cap,True,949,STRUCTURED TUXEDO JACKET SAND,949.0,jackets,WOMAN,Winter,Wool,Bangladesh,900601.0
19332,End-cap,True,881,QUILTED CROPPED WASHED T-SHIRT BURGUNDY,881.0,shoes,WOMAN,Summer,Linen,Vietnam,776161.0
19333,End-cap,True,996,SEMI-SHEER KNIT SHIRT LIMITED EDITION TAUPE,996.0,shoes,MAN,Winter,Wool,Turkey,992016.0
19334,Aisle,True,1045,CROPPED SEMI-SHEER KNIT SHIRT LIMITED EDITION NAVY,1045.0,sweaters,WOMAN,Winter,Wool,Bangladesh,1092025.0
19335,Front of Store,True,934,SATIN GATHERED WAIST KNIT SWEATER STONE,934.0,jackets,WOMAN,Winter,Wool,India,872356.0
19336,Aisle,True,889,SEMI-SHEER KNIT SHIRT LIMITED EDITION BEIGE #3,889.0,sweaters,WOMAN,Autumn,Wool Blend,Spain,790321.0
19337,Front of Store,True,1508,FLEECE OVERSHIRT IVORY,1508.0,jackets,MAN,Winter,Polyester,Spain,2274064.0
19338,End-cap,True,900,LINEN TECHNICAL JACKET WITH POCKETS SAND,900.0,t-shirts,MAN,Summer,Linen,Portugal,810000.0
19339,Front of Store,True,720,OVERSIZED STRUCTURED TEXT T-SHIRT BEIGE,720.0,jackets,WOMAN,Spring,Cotton,China,518400.0
19340,Aisle,True,1539,LINEN V-NECK KNIT SWEATER,1539.0,jackets,WOMAN,Summer,Linen,China,2368521.0
19341,Aisle,True,1399,QUILTED FOIL KNIT CROP SWEATER NAVY,1399.0,jackets,MAN,Autumn,Wool,Bangladesh,1957201.0
19342,End-cap,True,1033,UTILITY ADHERENT STRIPES SNEAKERS CHARCOAL,1033.0,jackets,MAN,Autumn,Cotton,Portugal,1067089.0
19343,End-cap,True,894,TEXTURED CONTRASTING PATCHES BOMBER JACKET NAVY,894.0,sweaters,MAN,Autumn,Wool,China,799236.0
19344,Front of Store,True,1379,CHUNKY SNEAKERS #3,1379.0,shoes,WOMAN,Spring,Cotton,Bangladesh,1901641.0
19345,Aisle,True,749,OVERSIZED SUEDE RETRO SNEAKERS WHITE,749.0,jackets,MAN,Summer,Linen,Bangladesh,561001.0
19346,Aisle,True,850,RELAXED 100% LINEN OVERSHIRT,850.0,jeans,WOMAN,Summer,Linen,Cambodia,722500.0
19347,Aisle,True,826,STRUCTURED FAUX SHEARLING LINED SUEDE BOOTS BLACK,826.0,jackets,MAN,Autumn,Viscose,Morocco,682276.0
19348,Aisle,True,789,HOODED QUILTED JACKET SAND #4,789.0,t-shirts,MAN,Spring,Wool Blend,Turkey,622521.0
19349,Front of Store,True,874,STRUCTURED ZIPPERED JACKET WHITE,874.0,sweaters,WOMAN,Autumn,Wool Blend,Bangladesh,763876.0
19350,End-cap,True,949,STRUCTURED STRAIGHT SUIT JACKET,949.0,jackets,WOMAN,Autumn,Wool,Turkey,900601.0
19351,Aisle,True,1389,LINEN KNIT OPEN BACK PEARLY SWEATER BURGUNDY,1389.0,jackets,WOMAN,Spring,Linen,India,1929321.0
19352,Aisle,True,799,PRINTED DENIM OVERSHIRT KHAKI,799.0,jackets,WOMAN,Autumn,Cotton,India,638401.0
19353,End-cap,True,868,DOUBLE-BREASTED RETRO RUNNING SNEAKERS CHARCOAL,868.0,jackets,WOMAN,Autumn,Wool,Bangladesh,753424.0
19354,Front of Store,True,795,TAILORED LONGLINE QUILTED JACKET KHAKI,795.0,jackets,WOMAN,Spring,Cotton,Morocco,632025.0
19355,Aisle,True,1599,TAILORED ADHERENT STRIPES SNEAKERS BURGUNDY,1599.0,sweaters,WOMAN,Winter,Wool Blend,India,2556801.0
19356,Aisle,True,1439,BELTED COTTON BLEND BOMBER JACKET SKY BLUE,1439.0,shoes,MAN,Winter,Wool,Brazil,2070721.0
19357,End-cap,True,597,STRETCH TUXEDO JACKET BLACK,597.0,jackets,MAN,Spring,Cotton,China,356409.0
19358,Aisle,True,789,CROPPED LEATHER JACKET,789.0,t-shirts,WOMAN,Autumn,Wool,Morocco,622521.0
19359,Front of Store,True,759,OVERSIZED BAGGY BELTED JEANS IVORY,759.0,t-shirts,WOMAN,Spring,Cotton,Bangladesh,576081.0
19360,End-cap,True,1376,QUILTED CHUNKY SOLE CANVAS LACE-UP BOOTS STONE,1376.0,jackets,WOMAN,Summer,Cotton,Portugal,1893376.0
19361,Front of Store,True,907,REGULAR FAUX LEATHER OVERSIZED JACKET LIMITED EDITION IVORY,907.0,shoes,WOMAN,Autumn,Wool Blend,China,822649.0
19362,Aisle,True,1147,UTILITY CONTRAST TOPSTITCHING CROP KNIT SWEATER STONE,1147.0,jackets,MAN,Spring,Cotton,Morocco,1315609.0
19363,End-cap,True,999,PADDED DENIM JACKET WHITE,999.0,sweaters,WOMAN,Winter,Denim,Bangladesh,998001.0
19364,Front of Store,True,1171,KNIT V-NECK SWEATER OLIVE #3,1171.0,sweaters,MAN,Autumn,Acrylic,Pakistan,1371241.0
19365,Aisle,True,992,STRUCTURED ASYMMETRIC CROPPED KNIT SWEATER BURGUNDY,992.0,jackets,WOMAN,Summer,Linen,Turkey,984064.0
19366,End-cap,True,801,SLIM SOFT JEWEL SWEATER WHITE,801.0,jackets,MAN,Winter,Wool Blend,Bangladesh,641601.0
19367,Aisle,True,963,STRUCTURED TECHNICAL PADDED JACKET KHAKI,963.0,jackets,WOMAN,Winter,Polyester,China,927369.0
19368,Front of Store,True,856,KNIT PEARL SWEATER SKY BLUE,856.0,t-shirts,WOMAN,Autumn,Acrylic,Turkey,732736.0
19369,Aisle,True,1091,RELAXED OVERSIZED CROPPED JACKET LIMITED EDITION BLACK,1091.0,jackets,WOMAN,Autumn,Acrylic,Bangladesh,1190281.0
19370,Aisle,True,1310,BASIC MEDIUM WEIGHT T-SHIRT BURGUNDY,1310.0,shoes,MAN,Summer,Linen,Cambodia,1716100.0
19371,Aisle,True,1023,TECHNICAL PADDED JACKET BLACK #3,1023.0,jackets,MAN,Winter,Cotton,Morocco,1046529.0
19372,End-cap,True,719,EMBROIDERED WOOL BLEND SUIT JACKET GREY,719.0,jackets,MAN,Winter,Acrylic,Portugal,516961.0
19373,Aisle,True,1013,LINEN VISCOSE BLEND KNIT T-SHIRT ECRU,1013.0,shoes,MAN,Summer,Linen Blend,Vietnam,1026169.0
19374,Aisle,True,770,100% WOOL SUIT JACKET TAUPE,770.0,jackets,MAN,Autumn,Polyester,Bangladesh,592900.0
19375,Front of Store,True,1400,SATIN RIPPED DENIM JACKET CHARCOAL,1400.0,jackets,WOMAN,Autumn,Wool Blend,Turkey,1960000.0
19376,End-cap,True,1498,DENIM SHIRT BLACK,1498.0,sweaters,WOMAN,Autumn,Denim,India,2244004.0
19377,End-cap,True,641,WASHED TECHNICAL JACKET STONE #3,641.0,shoes,MAN,Winter,Wool,Bangladesh,410881.0
19378,End-cap,True,1474,BAGGY FIT JEANS TAUPE,1474.0,jackets,WOMAN,Autumn,Wool,China,2172676.0
19379,Front of Store,True,1454,SUEDE JACKET ECRU #3,1454.0,jackets,MAN,Summer,Linen,China,2114116.0
19380,Aisle,True,1307,OVERSIZED FINE KNIT SWEATER,1307.0,jackets,WOMAN,Autumn,Wool,Spain,1708249.0
19381,Front of Store,True,743,PLEATED PUFFER JACKET WITH POUCH POCKET GREY,743.0,shoes,MAN,Autumn,Wool,Bangladesh,552049.0
19382,Front of Store,True,971,KNIT FAUX SHEARLING LINED SUEDE BOOTS TAUPE,971.0,sweaters,WOMAN,Autumn,Wool,Portugal,942841.0
19383,Aisle,True,1281,WASHED EFFECT BOMBER JACKET,1281.0,sweaters,MAN,Spring,Polyester,Vietnam,1640961.0
19384,Aisle,True,752,RIB COLLAR JACKET SAND,752.0,sweaters,MAN,Autumn,Viscose,Vietnam,565504.0
19385,Aisle,True,1227,RIBBED KNIT T-SHIRT BEIGE #3,1227.0,sweaters,MAN,Summer,Linen Blend,China,1505529.0
19386,Aisle,True,1550,REGULAR BASIC MEDIUM WEIGHT T-SHIRT STONE,1550.0,sweaters,WOMAN,Summer,Cotton,Turkey,2402500.0
19387,Front of Store,True,1432,LEATHER JACKET SAND,1432.0,t-shirts,WOMAN,Spring,Linen,Bangladesh,2050624.0
19388,Aisle,True,810,KNIT BRAIDED COLOR BLOCK SWEATER SKY BLUE,810.0,jackets,WOMAN,Autumn,Wool Blend,Turkey,656100.0
19389,Front of Store,True,967,KNIT SWEATER WITH BUTTONS SAND,967.0,sweaters,WOMAN,Winter,Wool,China,935089.0
19390,End-cap,True,1479,SLIM KNIT SWEATER WITH RIPS WHITE,1479.0,jeans,WOMAN,Autumn,Polyester,Morocco,2187441.0
19391,Front of Store,True,961,MOCK NECK WOOL AND SILK BLEND KNIT TOP IVORY,961.0,jackets,WOMAN,Autumn,Polyester,China,923521.0
19392,End-cap,True,925,SLIM MIXED COLLAR WAXED JACKET BURGUNDY,925.0,jackets,MAN,Spring,Polyester,Portugal,855625.0
19393,End-cap,True,1311,PLEATED CONTRASTING COLLAR JACKET NAVY,1311.0,jackets,MAN,Autumn,Polyester,Morocco,1718721.0
19394,End-cap,True,1120,SUEDE FISHERMAN SANDALS SKY BLUE,1120.0,jackets,WOMAN,Summer,Wool Blend,China,1254400.0
19395,Aisle,True,733,TEXTURED ACID WASH DENIM JACKET SKY BLUE,733.0,sweaters,WOMAN,Autumn,Wool,Cambodia,537289.0
19396,End-cap,True,1676,UTILITY HOODED TECHNICAL JACKET,1676.0,jackets,WOMAN,Winter,Polyester,Cambodia,2808976.0
19397,End-cap,True,895,STRUCTURED POCKET DENIM OVERSHIRT BROWN,895.0,jackets,WOMAN,Winter,Wool Blend,Portugal,801025.0
19398,Front of Store,True,1329,PLEATED MIXED COLLAR WAXED JACKET BURGUNDY,1329.0,jackets,WOMAN,Spring,Cotton,India,1766241.0
19399,End-cap,True,1466,TEXTURED PUFFER JACKET WITH POUCH POCKET BROWN,1466.0,sweaters,MAN,Autumn,Acrylic,China,2149156.0
19400,Aisle,True,882,MIXED COLLAR WAXED JACKET ECRU,882.0,t-shirts,MAN,Winter,Wool Blend,Brazil,777924.0
19401,Aisle,True,898,RIBBED GEOMETRIC JACQUARD OVERSHIRT STONE,898.0,jackets,WOMAN,Spring,Cotton,Bangladesh,806404.0
19402,Front of Store,True,1522,BOXY FIT DENIM JACKET OLIVE #3,1522.0,shoes,WOMAN,Winter,Polyester,Turkey,2316484.0
19403,Aisle,True,919,HIGH-WAIST CROPPED LEATHER JACKET IVORY,919.0,t-shirts,WOMAN,Autumn,Wool Blend,Pakistan,844561.0
19404,Front of Store,True,1312,RIBBED MOC-TOE SUEDE BOOTS,1312.0,sweaters,WOMAN,Spring,Cotton,Argentina,1721344.0
19405,Front of Store,True,838,LINEN COTTON JACKET NAVY,838.0,sweaters,MAN,Spring,Linen,Morocco,702244.0
19406,End-cap,True,1243,STRUCTURED SUEDE FISHERMAN SANDALS BLACK,1243.0,sweaters,WOMAN,Spring,Polyester,Bangladesh,1545049.0
19407,Front of Store,True,978,LINEN DENIM BOMBER JACKET KHAKI,978.0,jackets,MAN,Summer,Linen,Turkey,956484.0
19408,Aisle,True,926,SATIN STRAIGHT SUIT JACKET BLACK,926.0,t-shirts,WOMAN,Winter,Polyester,Turkey,857476.0
19409,Front of Store,True,826,DOUBLE FACED JACKET KHAKI #4,826.0,jackets,MAN,Spring,Cotton,Morocco,682276.0
19410,Front of Store,True,906,RIBBED MIXED COLLAR JACKET TAUPE #4,906.0,jackets,WOMAN,Spring,Polyester,Cambodia,820836.0
19411,Aisle,True,1104,REGULAR PRINTED DENIM OVERSHIRT IVORY,1104.0,jackets,MAN,Autumn,Denim,Turkey,1218816.0
19412,Aisle,True,989,COLOR BLOCK PUFFER JACKET NAVY,989.0,sweaters,MAN,Winter,Wool Blend,Portugal,978121.0
19413,Aisle,True,870,RELAXED BASIC KNIT SWEATER,870.0,jackets,WOMAN,Winter,Acrylic,Bangladesh,756900.0
19414,Aisle,True,874,UTILITY TEXTURED WEAVE OVERSHIRT ECRU,874.0,shoes,WOMAN,Autumn,Cotton,Spain,763876.0
19415,Front of Store,True,949,EMBROIDERED WAXED EFFECT PLAID JACKET SKY BLUE,949.0,sweaters,WOMAN,Autumn,Wool Blend,Portugal,900601.0
19416,End-cap,True,1428,BELTED CHUNKY SOLE HIGH TOP SNEAKERS BEIGE,1428.0,t-shirts,WOMAN,Autumn,Viscose,Morocco,2039184.0
19417,Aisle,True,1001,PADDED BOMBER JACKET STONE #4,1001.0,t-shirts,WOMAN,Summer,Cotton,China,1002001.0
19418,Aisle,True,891,CROPPED KNIT OPEN BACK PEARLY SWEATER SAND,891.0,jackets,MAN,Winter,Wool Blend,Cambodia,793881.0
19419,Front of Store,True,794,BOXY FIT DENIM JACKET #3,794.0,t-shirts,WOMAN,Spring,Denim,Turkey,630436.0
19420,Aisle,True,843,OVERSIZED BOMBER JACKET OLIVE,843.0,t-shirts,WOMAN,Autumn,Wool,India,710649.0
19421,Front of Store,True,813,STRETCH BOUCLÉ TEXTURED JACKET BEIGE,813.0,shoes,WOMAN,Autumn,Polyester,Turkey,660969.0
19422,Front of Store,True,827,RETRO RUNNING SNEAKERS,827.0,jackets,MAN,Spring,Polyester,Turkey,683929.0
19423,Aisle,True,960,STRUCTURED OVERSIZED CROPPED JACKET LIMITED EDITION,960.0,shoes,WOMAN,Winter,Wool Blend,China,921600.0
19424,Front of Store,True,1445,LINEN CABLE KNIT METALLIC SWEATER,1445.0,jackets,MAN,Summer,Cotton,Turkey,2088025.0
19425,Aisle,True,858,TEXTURED HOODED TECHNICAL JACKET CHARCOAL,858.0,t-shirts,WOMAN,Spring,Polyester,Pakistan,736164.0
19426,End-cap,True,1029,QUILTED KNIT SWEATER WITH RIPS SKY BLUE,1029.0,shoes,WOMAN,Winter,Wool Blend,Cambodia,1058841.0
19427,End-cap,True,1453,TEXTURED STRUCTURED TWILL OVERSHIRT BURGUNDY,1453.0,sweaters,WOMAN,Autumn,Viscose,India,2111209.0
19428,Front of Store,True,1518,WOOL BLEND TEXTURED JACKET TAUPE,1518.0,jackets,WOMAN,Autumn,Wool,China,2304324.0
19429,Front of Store,True,1415,TEXTURED KNIT SWEATER WITH BUTTONS SAND,1415.0,jackets,WOMAN,Winter,Wool,Turkey,2002225.0
19430,End-cap,True,1063,LINEN SUEDE SNEAKERS BURGUNDY,1063.0,sweaters,WOMAN,Summer,Linen,Portugal,1129969.0
19431,Aisle,True,1543,STRUCTURED WOOL BLEND SUIT JACKET STONE,1543.0,jackets,WOMAN,Autumn,Wool,China,2380849.0
19432,Front of Store,True,1278,DOUBLE-BREASTED DENIM BOMBER JACKET NAVY,1278.0,shoes,MAN,Spring,Linen Blend,China,1633284.0
19433,Front of Store,True,1024,QUILTED TUXEDO JACKET OLIVE,1024.0,shoes,WOMAN,Winter,Viscose,Turkey,1048576.0
19434,Aisle,True,840,BASIC KNIT SWEATER SKY BLUE #3,840.0,sweaters,MAN,Winter,Wool,Spain,705600.0
19435,Front of Store,True,892,KNIT STRAP SANDALS BROWN,892.0,jeans,WOMAN,Summer,Wool Blend,Turkey,795664.0
19436,Front of Store,True,928,CROPPED PADDED DENIM JACKET ECRU,928.0,jackets,MAN,Winter,Denim,Bangladesh,861184.0
19437,End-cap,True,786,STRETCH FLEECE BOMBER JACKET SAND,786.0,jackets,WOMAN,Winter,Viscose,Bangladesh,617796.0
19438,Aisle,True,1310,REGULAR TECHNICAL JACKET WITH POCKETS NAVY,1310.0,shoes,MAN,Spring,Polyester,China,1716100.0
19439,Front of Store,True,1353,STRUCTURED PURL KNIT SWEATER,1353.0,jackets,MAN,Autumn,Wool Blend,Vietnam,1830609.0
19440,Aisle,True,1250,WAXED EFFECT PLAID JACKET,1250.0,jackets,MAN,Spring,Wool Blend,Turkey,1562500.0
19441,End-cap,True,1016,RIBBED PLAID OVERSHIRT TAUPE,1016.0,jackets,WOMAN,Winter,Wool Blend,Bangladesh,1032256.0
19442,Aisle,True,1015,RELAXED BASIC 100% WOOL SWEATER KHAKI,1015.0,jackets,MAN,Winter,Wool,India,1030225.0
19443,End-cap,True,831,PLEATED MIXED COLLAR WAXED JACKET OLIVE,831.0,jackets,MAN,Autumn,Polyester,Cambodia,690561.0
19444,End-cap,True,820,CROPPED PRINTED CROPPED FIT SHIRT LIMITED EDITION OLIVE,820.0,shoes,WOMAN,Autumn,Cotton,India,672400.0
19445,End-cap,True,1514,DOUBLE-BREASTED VINTAGE EFFECT LEATHER BOMBER JACKET BEIGE,1514.0,sweaters,WOMAN,Autumn,Cotton,Turkey,2292196.0
19446,Aisle,True,1611,REGULAR BASIC SLIM FIT T-SHIRT BLACK,1611.0,jackets,WOMAN,Summer,Cotton,Pakistan,2595321.0
19447,End-cap,True,1376,LINEN KNIT PEARL SWEATER BEIGE,1376.0,shoes,MAN,Summer,Linen,Spain,1893376.0
19448,End-cap,True,1231,KNIT HOODED TECHNICAL JACKET BLACK,1231.0,jackets,WOMAN,Autumn,Wool Blend,Cambodia,1515361.0
19449,Aisle,True,766,STRUCTURED JACQUARD DENIM JACKET BLACK,766.0,jackets,WOMAN,Autumn,Denim,Turkey,586756.0
19450,End-cap,True,856,PLEATED ADHERENT STRIPES SNEAKERS BROWN,856.0,t-shirts,WOMAN,Winter,Wool Blend,Vietnam,732736.0
19451,Front of Store,True,1315,PURL KNIT SWEATER #3,1315.0,sweaters,WOMAN,Autumn,Polyester,Bangladesh,1729225.0
19452,End-cap,True,1507,POCKET JACKET BROWN,1507.0,jackets,WOMAN,Summer,Viscose,Brazil,2271049.0
